@RELATION te_cnn_aae_embeddings

@ATTRIBUTE z0 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE z16 NUMERIC
@ATTRIBUTE z17 NUMERIC
@ATTRIBUTE z18 NUMERIC
@ATTRIBUTE z19 NUMERIC
@ATTRIBUTE z20 NUMERIC
@ATTRIBUTE z21 NUMERIC
@ATTRIBUTE z22 NUMERIC
@ATTRIBUTE z23 NUMERIC
@ATTRIBUTE z24 NUMERIC
@ATTRIBUTE z25 NUMERIC
@ATTRIBUTE z26 NUMERIC
@ATTRIBUTE z27 NUMERIC
@ATTRIBUTE z28 NUMERIC
@ATTRIBUTE z29 NUMERIC
@ATTRIBUTE z30 NUMERIC
@ATTRIBUTE z31 NUMERIC
@ATTRIBUTE z32 NUMERIC
@ATTRIBUTE z33 NUMERIC
@ATTRIBUTE z34 NUMERIC
@ATTRIBUTE z35 NUMERIC
@ATTRIBUTE z36 NUMERIC
@ATTRIBUTE z37 NUMERIC
@ATTRIBUTE z38 NUMERIC
@ATTRIBUTE z39 NUMERIC
@ATTRIBUTE z40 NUMERIC
@ATTRIBUTE z41 NUMERIC
@ATTRIBUTE z42 NUMERIC
@ATTRIBUTE z43 NUMERIC
@ATTRIBUTE z44 NUMERIC
@ATTRIBUTE z45 NUMERIC
@ATTRIBUTE z46 NUMERIC
@ATTRIBUTE z47 NUMERIC
@ATTRIBUTE z48 NUMERIC
@ATTRIBUTE z49 NUMERIC
@ATTRIBUTE z50 NUMERIC
@ATTRIBUTE z51 NUMERIC
@ATTRIBUTE z52 NUMERIC
@ATTRIBUTE z53 NUMERIC
@ATTRIBUTE z54 NUMERIC
@ATTRIBUTE z55 NUMERIC
@ATTRIBUTE z56 NUMERIC
@ATTRIBUTE z57 NUMERIC
@ATTRIBUTE z58 NUMERIC
@ATTRIBUTE z59 NUMERIC
@ATTRIBUTE z60 NUMERIC
@ATTRIBUTE z61 NUMERIC
@ATTRIBUTE z62 NUMERIC
@ATTRIBUTE z63 NUMERIC

@DATA
0.080061,-0.052720,-0.100600,0.042456,0.842754,0.730842,-0.174161,-0.442368,1.216667,0.422111,0.111541,-1.164889,-0.520525,-0.181833,0.195679,0.354177,0.019858,0.759908,0.491382,-0.386629,-0.138479,0.200757,-1.428595,-1.110738,-0.067032,0.223710,0.080572,-0.076972,0.547966,-0.099243,-0.402842,-0.462277,-0.001090,0.847624,1.550662,0.924823,-0.946760,0.409773,0.045803,-0.726636,-1.110230,-0.130678,0.011067,-0.948314,0.024415,0.429636,0.029420,-0.349606,-0.304174,0.098555,0.046335,0.061215,-0.934772,0.092303,-1.105024,-0.687882,-0.161658,1.385968,0.983797,0.220935,0.268659,1.137106,0.404903,-0.833342
0.249685,-0.566677,-0.125413,-0.409250,-0.186699,-0.353516,0.208247,0.402656,-0.375786,-0.135924,0.836735,0.228653,0.063045,1.159649,-0.323080,0.026700,-0.973889,-0.352902,0.064049,0.091609,-1.231291,0.891252,0.094296,0.049948,-0.326781,0.650629,0.882324,1.274295,-0.295893,-0.951056,-1.010295,0.145509,1.267338,-0.307075,-0.309735,-0.173375,0.356077,-0.246672,0.397857,0.238896,0.446265,0.202363,0.708549,0.220528,0.103126,-1.302586,1.252464,-0.440932,-0.565159,0.970400,0.926522,-0.555311,0.104751,1.209465,0.432475,0.121251,1.482322,-0.273056,-0.407910,0.164522,-0.670130,-0.257216,-0.098399,0.365233
0.272503,-0.356066,-0.238746,-0.379716,0.946252,-0.040358,-0.349073,-0.286226,1.369804,0.692965,-0.440364,-0.851320,-0.817525,0.218047,-0.511347,0.756943,0.296648,0.721225,-1.040815,-0.358476,-0.142812,-0.118338,-0.929205,-0.877795,-0.052849,-0.247844,0.385450,-0.154440,0.719696,-0.074937,0.077072,-0.203296,0.117889,1.152950,1.302815,0.429989,-0.740819,0.402684,0.183914,-0.757926,-0.613559,0.221924,-0.227989,0.123913,-0.110822,0.461160,0.026279,0.409159,-0.364870,0.062778,0.172807,-0.191389,0.222661,0.297704,-1.657979,-0.739321,-0.091683,0.819665,1.728301,0.769335,-0.240197,0.653096,-0.041704,-0.125378
-0.655191,0.443075,-0.465497,1.149731,0.647032,0.117159,-0.897097,0.252696,0.681727,-0.058425,-0.094144,-1.203332,-0.952622,0.237595,-0.156004,0.790391,0.056104,-0.370026,-0.401844,-1.352026,0.123846,-0.227623,0.023601,-1.171668,0.592602,0.205324,0.369809,0.009850,1.453633,0.121251,0.123643,-1.500507,0.023134,1.231368,0.735337,1.241763,-1.285268,1.002579,0.118006,-1.045106,0.261485,0.077932,0.252827,-0.603147,0.868512,0.021242,0.076949,-0.266395,-0.998081,0.134205,0.160457,-0.228497,0.939918,0.017472,-0.743070,-1.310996,0.407745,1.027890,0.412107,0.573626,-0.271156,-0.338267,1.745138,-0.072704
0.261082,1.299106,0.305615,-0.849139,1.226043,-0.345660,0.123884,-1.168091,1.954661,0.597510,-0.838676,-0.208243,-0.720510,-0.913672,0.828255,-0.297870,1.170913,0.654648,-0.854399,-0.836811,0.790664,-1.267369,-0.348506,-1.011922,0.633547,-1.406936,-1.170708,-1.352106,1.007986,0.927553,1.260129,-0.807291,-1.139289,1.514290,1.723661,1.249614,-1.804169,0.830848,-1.079076,-1.094561,-0.845955,-1.138843,-0.632584,-0.429317,0.548581,1.554898,-0.881550,1.079581,0.900908,-0.796214,-1.123485,0.963565,-0.561027,-0.905775,-1.138610,-0.858647,-1.321255,0.965710,1.598381,-0.927723,0.989305,0.339117,1.018818,-0.324158
0.141194,-0.028971,-0.312073,-0.227757,1.203930,0.567910,-0.020131,-0.558835,1.416273,0.502717,0.020980,-1.217663,-0.547541,-0.413445,0.535607,0.058393,-0.126732,0.733852,0.625422,-0.437064,0.193712,0.196965,-1.187626,-1.119960,-0.185627,0.560639,-0.243318,-0.183968,0.517181,0.400448,-0.206190,-0.352913,-0.228633,0.672434,1.763492,0.870505,-1.043532,0.282159,-0.041519,-0.859397,-1.267555,-0.091599,-0.114198,-1.006086,0.145841,0.342461,-0.066231,-0.366271,-0.087556,0.058604,-0.058213,0.241936,-0.998166,-0.059713,-0.969521,-0.521598,-0.212409,1.527884,1.126764,0.290391,0.286679,1.223726,0.581301,-0.770439
-0.219477,-1.555997,-0.802225,-0.276233,0.027609,-0.075219,0.196041,1.342407,-0.131992,0.861037,0.656285,-0.166393,-1.806024,0.603859,-0.142013,1.061789,-0.777628,1.094729,-1.543738,0.291500,-0.876638,0.198753,0.152316,-0.443294,0.648726,0.373962,0.625999,0.598301,0.509706,-1.171197,-0.421267,-0.134401,0.706586,1.121722,0.474871,-0.229677,0.018833,0.016624,0.464509,0.063826,-0.038106,0.695318,-0.500900,0.860064,-0.031501,-1.276772,0.716382,0.011589,-0.528452,0.585466,0.260746,0.474136,1.865668,1.034423,-0.655194,-0.245720,1.025939,-0.256367,0.524329,0.338546,-1.135658,-0.782564,0.768590,-0.103007
-0.623843,0.679775,0.045704,0.675663,0.907635,0.030405,-0.810355,0.237127,1.159960,0.656763,-0.510625,-0.761246,-0.531792,-0.191090,0.443197,0.235270,0.187249,0.647210,-0.675789,-0.709293,0.094264,-0.295232,-0.376140,-1.293698,-0.002049,0.037235,-0.211816,-0.374377,0.857334,0.475047,0.394812,-0.891191,-0.180174,0.898299,1.138437,1.311486,-1.304465,0.586109,-0.102374,-0.427748,-0.592399,0.019914,-0.030630,-0.515935,0.712936,0.514359,-0.192912,0.284441,0.207227,-0.176683,-0.445402,0.287236,0.441093,-0.173978,-1.391834,-1.235105,-0.128573,0.874905,0.888919,-0.027508,-0.128267,-0.098715,1.424248,-0.563780
0.121343,-0.081760,-0.120559,-0.105172,1.128160,0.680453,-0.177340,-0.134919,1.314798,0.468585,-0.081273,-1.094150,-0.504409,-0.274967,-0.046360,0.289454,0.082940,0.837814,0.379608,-0.614426,-0.026128,0.164602,-1.274562,-1.255061,-0.086107,-0.031399,-0.078642,-0.204691,0.373366,0.027185,-0.223659,-0.429152,0.026921,0.797908,1.594542,0.869754,-0.945365,0.253848,-0.243322,-0.748999,-1.025555,-0.245818,0.064969,-0.678572,-0.120074,0.403624,-0.001056,-0.160432,-0.309317,0.000369,-0.036938,-0.101716,-0.986734,-0.066759,-1.168576,-0.617525,-0.295046,1.562223,0.964197,0.339100,0.321986,0.943033,0.576181,-0.763384
-0.759743,0.377576,-0.312100,1.067658,0.587406,0.086212,-0.939823,0.390589,0.855474,0.208799,-0.093203,-1.001850,-0.663400,0.424476,-0.430744,0.823156,-0.114594,-0.058429,-0.456796,-1.259334,-0.167694,-0.131172,-0.015603,-1.211529,0.383223,0.477585,0.472723,-0.102188,1.192106,0.066061,0.099664,-1.280455,0.144747,1.117278,0.747052,1.159177,-1.031232,0.984241,0.136054,-0.802182,-0.214802,0.072570,0.146703,-0.507764,0.837450,0.039559,0.140394,-0.229876,-0.489074,0.027608,-0.064455,-0.088184,1.231542,0.143447,-0.887201,-1.278989,0.311608,1.058453,0.302964,0.170961,-0.445838,-0.299550,1.749326,-0.224543
-0.387917,0.529210,-0.041941,0.616410,0.785816,0.500473,-0.698299,-0.439130,1.105609,0.912498,-0.199362,-0.786975,-0.286939,-0.280290,0.497651,0.492258,0.059146,0.476063,-0.310785,-0.392383,-0.078378,-0.220047,-0.662413,-1.010363,-0.118833,0.095857,0.074388,-0.154060,0.744794,0.212976,0.090825,-0.713063,-0.069690,0.648272,1.319513,0.980047,-1.133020,0.884398,-0.044258,-0.603669,-0.913089,-0.013140,-0.143821,-0.916302,0.232092,0.529711,-0.100791,-0.176672,0.051585,-0.119830,-0.189747,0.419338,0.091636,-0.034480,-1.065516,-0.891226,-0.165970,1.202228,1.111820,0.229703,0.008644,0.361384,0.387277,-0.546150
0.015150,-0.672777,-0.134414,0.202110,-0.074840,0.104562,-0.098370,0.680306,-0.041196,0.202422,0.481494,0.110513,-0.567376,0.795952,-0.632673,0.349757,-0.744085,0.150483,-0.220372,-0.033104,-0.941005,0.886083,0.094977,-0.352478,-0.451078,0.462856,0.882894,0.981231,0.096116,-0.598793,-0.564641,-0.125867,1.228957,-0.114110,0.084424,-0.013189,-0.003659,-0.259937,0.354779,-0.085791,0.159733,0.454815,0.479714,0.351599,0.019802,-1.135402,0.971185,-0.425254,-0.170140,0.763917,0.979447,-0.181377,0.228226,1.097720,0.234930,-0.102782,1.325858,0.317463,0.051398,0.754769,-1.122435,-0.190969,-0.344861,0.362523
0.231506,-0.522847,-0.275095,-0.123460,-0.232955,-0.058428,0.198788,0.583996,-0.415784,-0.139656,0.949747,0.186105,0.011466,1.105044,-0.275601,0.038285,-0.841397,-0.158330,0.087873,0.036881,-1.285893,0.882597,-0.038854,0.038168,-0.054762,0.566841,0.868512,1.201785,0.080450,-1.163216,-0.966156,-0.028711,1.113248,-0.161051,-0.276799,-0.138966,0.224348,-0.168845,0.388191,0.203212,0.211824,0.429025,0.675458,0.216301,-0.125187,-1.241667,1.229954,-0.432007,-0.573241,1.049016,0.798294,-0.566223,-0.000847,1.105462,0.239360,0.017539,1.366755,-0.456141,-0.255084,0.259677,-0.620968,-0.470862,-0.078298,0.253169
-0.430710,0.992895,0.295789,-0.297695,1.091235,0.187991,-0.212788,-0.610275,1.743336,0.720148,-0.776840,-0.397069,-0.453288,-0.620885,0.626014,-0.629874,0.933760,0.706075,-0.440972,-0.584830,0.539387,-0.849738,-0.297075,-0.994152,0.030861,-0.688247,-0.783239,-1.024987,0.909203,0.879138,0.909855,-0.541041,-0.784509,1.082986,1.624678,1.383360,-1.538322,0.734991,-0.531681,-1.074133,-0.720479,-0.342004,-0.682016,-0.421223,0.373635,1.442420,-0.583910,0.675452,0.748361,-0.499554,-0.690084,0.649683,-0.265134,-0.517262,-1.239629,-0.946135,-0.817874,0.909060,1.410381,-0.497203,0.510316,0.505524,0.305869,-0.338634
0.007732,-0.183866,-0.344316,0.342981,0.901645,0.206378,-0.732046,0.207775,1.395475,0.827503,0.079597,-0.737280,-0.372450,-0.097139,-0.017575,0.513684,-0.314842,0.090190,-0.147921,-1.092088,-0.132765,0.315760,-0.887172,-1.198345,0.413255,0.637517,0.382156,0.233155,0.559977,-0.154027,-0.243599,-0.643805,0.202638,0.508758,1.183579,0.625409,-1.088681,0.782449,0.398195,-0.348850,-0.600693,0.179025,-0.181550,-1.051887,0.612663,-0.093497,0.083986,-0.706385,-0.285583,-0.009974,0.124261,0.059019,0.457772,0.093040,-1.143215,-0.643017,0.196165,1.114829,0.973860,0.139057,-0.150431,0.866461,0.168660,-0.978529
0.102379,-0.085980,-0.060458,0.297432,0.972748,-0.002375,-0.654208,0.084880,1.120073,0.571547,0.250054,-0.778689,-0.726403,0.030642,0.138704,0.838524,-0.198438,1.059435,-0.533497,-0.688655,-0.202234,-0.105043,-1.315829,-1.312841,0.374246,-0.382476,-0.030821,0.166230,0.362008,-0.424227,-0.703995,-0.535673,0.363649,1.019975,1.396904,0.873330,-0.877748,0.211403,0.147223,-0.271039,-0.550345,-0.041731,0.301890,-0.954059,0.748727,0.030564,0.049552,-0.522654,-0.939270,-0.076704,-0.102995,-0.170360,-0.209141,0.130460,-1.090469,-0.744731,0.197082,1.186401,0.706927,0.385313,-0.063360,0.310460,1.186024,-0.972412
0.569554,0.200654,-0.190510,-0.149397,1.246857,0.425633,-0.139395,-0.494924,1.459316,0.445501,0.008177,-1.397326,-0.357890,-0.351271,0.427378,0.469412,0.021086,0.484237,0.450166,-0.655558,0.060737,0.029904,-1.440177,-1.108025,0.047551,-0.015869,0.011979,-0.117541,0.501685,0.179146,-0.333000,-0.409601,-0.062554,0.764270,1.774520,0.934103,-1.047045,0.548357,-0.111444,-0.603401,-1.097239,-0.440618,-0.041696,-1.292047,0.253933,0.512710,-0.069895,-0.423019,-0.193142,-0.093554,-0.108726,0.078603,-1.009267,-0.081242,-1.034889,-0.569018,-0.341396,1.423356,1.233704,0.089406,0.436925,1.243619,0.582161,-0.887993
0.216880,-0.524771,-0.043185,-0.444695,-0.355328,-0.224176,0.252239,0.245091,-0.481101,-0.217131,0.866075,0.260586,0.123122,1.136912,-0.278704,-0.020249,-0.903740,-0.472090,0.099223,0.121240,-1.256153,0.985254,0.067032,0.052286,-0.353389,0.822479,0.949893,1.223295,-0.184072,-1.075965,-0.975743,0.043273,1.163781,-0.354684,-0.391134,-0.274463,0.342156,-0.269755,0.189190,0.337972,0.281761,0.231431,0.779967,0.361879,-0.118186,-1.418114,1.252494,-0.376358,-0.320824,0.942508,0.920754,-0.469163,-0.007651,1.145967,0.449978,0.143146,1.523731,-0.330279,-0.370231,0.218005,-0.633447,-0.358074,-0.169369,0.263515
0.005323,-0.709309,-0.503920,0.170087,0.007500,-0.152697,-0.231936,0.074664,-0.009454,0.435165,0.603688,-0.196392,-0.202212,0.762440,-0.606305,0.224634,-0.949726,-0.073636,-0.005878,0.141781,-1.046201,0.747949,0.309424,-0.206962,-0.615258,0.930771,0.989668,0.994640,0.279780,-0.507448,-0.574394,-0.127606,1.041538,0.022755,0.250685,-0.145027,0.184665,-0.047204,0.469167,-0.254859,0.029283,0.767754,0.444793,0.162997,0.234711,-0.805348,0.976620,-0.826957,-0.080161,0.784499,0.899769,-0.401624,0.617761,1.326613,0.330819,0.014721,1.091316,0.515346,-0.007601,0.504839,-1.041067,-0.254913,-0.141088,-0.010511
0.152582,-0.045457,-0.055147,-0.394523,0.930431,0.460295,0.136167,-0.478774,1.603070,0.286926,-0.196433,-0.952555,-0.731104,-0.348903,-0.045807,0.066791,0.249419,0.904020,0.223635,-0.490606,0.068044,0.017770,-1.005055,-1.079028,-0.325232,-0.196049,-0.381193,-0.238242,0.863542,0.301020,-0.026818,-0.286069,-0.225243,0.666111,1.830864,0.650319,-1.087861,-0.078479,0.057179,-0.975151,-1.037006,-0.171439,0.085907,-0.347707,-0.131574,0.492119,-0.093388,-0.028711,0.007050,0.017454,-0.233410,0.100509,-0.998244,-0.120531,-1.083611,-0.457938,-0.264722,1.506059,1.314461,0.382977,0.097088,1.148496,0.463951,-0.326836
0.391688,-0.497878,-0.193091,-0.506181,-0.153102,-0.248596,0.234210,0.528489,-0.514453,-0.227199,0.942238,0.185183,0.098617,1.145142,-0.369868,-0.055188,-0.970704,-0.720771,0.160843,-0.134991,-1.237141,0.987447,-0.057813,0.149768,-0.206879,0.793204,0.665267,1.384417,-0.400295,-1.086613,-0.920623,0.119384,1.123362,-0.307020,-0.513767,-0.223451,0.233750,-0.139186,0.252014,0.262844,0.501998,0.458654,0.943676,0.285889,-0.161837,-1.404292,1.282242,-0.442328,-0.419607,1.082050,1.053840,-0.683915,-0.075157,1.136436,0.260974,0.121487,1.607033,-0.438269,-0.309451,0.216112,-0.511391,-0.369049,-0.187726,0.408306
0.219287,-0.441707,-0.565660,0.109149,0.085357,-0.026330,-0.261616,0.467215,0.184238,0.453605,0.617228,0.101444,0.135866,0.639382,-0.669032,0.461746,-0.791385,-0.171681,-0.201432,-0.081047,-1.075962,0.729702,0.005022,-0.234542,-0.208982,0.417893,0.771631,0.901995,-0.017051,-0.894779,-0.647565,-0.118659,1.011358,0.061080,0.101983,-0.085912,-0.077889,-0.081508,0.375138,-0.219274,0.014158,0.719361,0.293385,-0.013777,-0.000279,-0.855376,0.933050,-0.717648,-0.474713,0.866998,0.997872,-0.460355,0.173889,1.163914,0.154785,-0.204727,1.065374,0.518855,0.418739,0.982213,-0.849838,-0.188994,-0.529194,0.087317
0.193733,-0.073626,-0.187853,0.003074,0.920151,0.690502,-0.098200,-0.222973,1.420721,0.556532,-0.053327,-0.819431,-0.706917,-0.288800,-0.263182,0.403455,0.031570,0.826560,0.246229,-0.554542,-0.145339,0.116701,-0.938017,-1.040605,-0.296070,-0.124508,-0.244214,-0.096884,0.470534,0.105981,-0.061528,-0.336694,0.019336,0.598399,1.547994,0.654569,-1.042129,0.152120,-0.014965,-0.997385,-0.996599,-0.052610,-0.043731,-0.551591,-0.248919,0.417847,0.037164,-0.292940,-0.051797,0.129658,0.019679,0.156359,-0.822331,0.050900,-0.923940,-0.457926,-0.142512,1.574073,1.194244,0.471320,0.051123,1.056366,0.055730,-0.100668
0.361463,-0.492185,-0.642317,0.090882,0.006726,-0.216322,-0.027798,0.491011,-0.438567,0.230700,0.948804,-0.312033,0.497076,0.768477,0.009506,0.184397,-1.018785,-0.239365,0.262495,0.283016,-1.620436,0.955787,0.138344,-0.037604,-0.417782,0.639623,0.811380,1.200290,-0.310270,-1.044280,-0.753430,0.010393,1.191415,-0.261187,-0.245262,0.127434,0.153156,-0.064873,0.668731,0.115731,0.038919,0.403781,0.506751,-0.212361,0.012570,-0.781590,1.334873,-0.567884,-0.760125,1.420638,0.793715,-0.840480,-0.124277,1.286409,0.061729,-0.067188,0.945460,-0.142454,-0.036920,0.180267,-0.355849,-0.037594,0.046421,0.154644
0.090477,-0.687465,0.085820,-0.174811,-0.236862,0.016347,0.290011,0.413052,-0.572552,-0.132088,0.705576,0.043771,-0.427703,1.162748,-0.543056,0.233792,-0.911709,-0.253961,-0.155852,0.042741,-1.081314,0.946934,0.035873,0.032787,-0.458597,0.518321,0.878716,1.147249,0.109394,-0.825509,-0.901029,-0.042277,1.117303,-0.289508,-0.226626,-0.197967,0.199671,-0.123174,0.190575,0.162306,0.162758,0.190711,0.662768,0.531314,-0.478643,-1.471142,1.183154,-0.171165,-0.135253,0.753128,1.023687,-0.242669,0.089791,1.100785,0.208568,0.024142,1.636821,-0.216317,-0.107754,0.491322,-0.927507,-0.481622,-0.162232,0.754913
-0.359666,0.715988,0.213300,-0.058634,0.950126,0.318972,-0.328667,-0.637123,1.741327,0.741614,-0.704800,-0.283712,-0.396039,-0.577332,0.535255,-0.442594,0.784168,0.673398,-0.586834,-0.600128,0.462111,-0.712738,-0.253777,-1.000531,0.200960,-0.652681,-0.717702,-0.904992,0.931620,0.571314,0.734519,-0.548752,-0.630436,0.875355,1.500046,1.137536,-1.517975,0.699094,-0.500330,-0.907284,-0.759467,-0.343032,-0.509533,-0.392350,0.079219,1.075841,-0.542359,0.442026,0.417840,-0.569055,-0.718545,0.665761,-0.219341,-0.511359,-1.275350,-0.895435,-0.799560,1.002432,1.365125,-0.298599,0.543874,0.558746,0.372150,-0.430965
-0.001116,0.905358,0.265876,-0.218013,0.987970,-0.004026,-0.232367,-0.688210,1.891306,0.538858,-0.812903,-0.276184,-0.599888,-0.644952,0.500891,-0.399114,0.980058,0.695224,-0.668835,-0.841601,0.611884,-0.843568,-0.355773,-1.115792,0.429850,-0.881279,-0.743791,-1.068792,0.918365,0.678764,0.921393,-0.750081,-0.736296,1.150395,1.485858,1.160370,-1.694987,0.676080,-0.685297,-0.861641,-0.767932,-0.690427,-0.504505,-0.423730,0.406811,1.218700,-0.669087,0.600033,0.508720,-0.650557,-0.797343,0.710179,-0.327317,-0.685719,-1.229985,-0.833083,-0.895755,0.879011,1.388987,-0.586618,0.727087,0.604224,0.526039,-0.451896
-0.191095,-0.531091,-0.308318,0.336258,0.746464,0.674718,-0.660016,-0.108303,0.861215,0.654628,0.355179,-0.538570,-1.034800,0.296945,0.453851,0.635916,-0.238273,0.718908,-0.235619,-1.012135,-0.097719,0.249973,-0.937161,-1.203601,0.191790,0.991535,0.252025,0.166224,0.665913,-0.258642,-0.180716,-0.566213,0.256744,0.780551,0.925424,1.088946,-0.810602,0.645261,0.187855,-0.875335,-0.476453,0.500989,-0.037475,-0.804514,0.400160,0.039699,0.146866,-0.434580,-0.371550,0.123482,0.083846,0.184893,0.129366,0.254971,-1.173578,-0.686339,0.103588,0.722550,0.385081,0.425815,-0.034005,0.716741,0.491162,-0.515965
-0.410644,0.922221,0.276858,-0.050501,0.916470,0.189855,-0.325156,-0.671135,1.664466,0.725548,-0.694662,-0.488751,-0.297895,-0.620629,0.658145,-0.307951,0.684241,0.419305,-0.344508,-0.493426,0.410021,-0.596218,-0.527238,-1.057932,0.342417,-0.396613,-0.525786,-0.866977,0.801642,0.651541,0.740854,-0.671890,-0.686558,0.947039,1.479569,1.237446,-1.546381,0.858801,-0.479714,-0.837075,-0.801531,-0.401322,-0.459928,-0.621311,0.426400,1.029833,-0.506984,0.587652,0.513712,-0.487926,-0.671424,0.607715,-0.242909,-0.581948,-1.255868,-0.968184,-0.720855,0.969149,1.370153,-0.490620,0.560922,0.517450,0.730128,-0.696865
0.324707,-0.304930,-0.459083,-0.213924,-0.202340,-0.233289,0.247259,0.619210,-0.300425,-0.173577,1.043318,0.231419,0.429416,0.892383,-0.197883,-0.122108,-0.901186,-0.294170,0.475115,0.108075,-1.407606,1.022636,-0.122462,0.059639,0.077831,0.695571,0.756211,1.258276,-0.257861,-1.207279,-0.946617,-0.022247,1.027365,-0.193409,-0.274911,-0.262754,0.144030,-0.215534,0.511025,0.323427,0.143718,0.397790,0.576837,-0.012171,0.059515,-1.177056,1.279353,-0.569713,-0.620539,1.270366,0.877099,-0.723330,-0.159500,1.083189,0.351375,0.090357,1.348156,-0.352088,-0.212953,0.051521,-0.410145,-0.390344,-0.138449,0.035327
-0.731581,0.388225,-0.374733,0.951238,0.563885,0.461224,-0.852294,0.414346,0.732959,0.336665,0.199051,-0.888708,-0.799676,0.419398,-0.289937,0.860132,-0.212282,-0.145023,-0.278599,-1.141497,-0.219228,-0.132673,-0.208193,-1.067340,0.280547,0.520572,0.408156,0.236506,1.257709,0.013289,-0.243610,-1.026867,0.230240,0.900820,0.929264,1.089175,-0.797345,0.992363,0.312526,-0.946698,-0.005794,0.446696,0.314901,-0.656708,0.760920,-0.014239,0.237847,-0.565916,-0.425743,0.128904,0.145760,-0.065698,1.022278,0.383535,-0.634532,-1.170145,0.467848,1.083340,0.242399,0.349719,-0.669158,-0.317210,1.200359,-0.206955
0.330144,0.199504,-0.214872,-0.020157,1.178820,0.621003,-0.261477,-0.274024,1.533189,0.387531,-0.067518,-1.166699,-0.587323,-0.174797,0.284899,0.223619,0.042340,0.522105,0.425508,-0.698489,0.087475,0.214326,-1.285854,-1.159959,-0.046111,0.498017,-0.187208,-0.188576,0.570321,0.255181,-0.198001,-0.416652,-0.130482,0.607283,1.461258,1.005265,-1.141213,0.232657,-0.152140,-0.805182,-1.143709,0.025236,0.174093,-0.961784,0.231669,0.345151,-0.005728,-0.243668,-0.135059,0.046433,-0.069753,0.004393,-1.090183,-0.039356,-1.094288,-0.639530,-0.150638,1.200861,1.235197,0.342477,0.308101,1.306150,0.485614,-0.588653
-0.275855,0.026659,-0.193022,-0.376745,1.270509,0.079549,-0.386633,-0.030278,1.264160,0.879841,-0.100076,-0.564232,-0.932232,0.166676,0.275741,0.851736,-0.210118,0.642525,-0.622514,-0.754742,0.189214,-0.248352,-1.216426,-0.895401,0.780739,0.112593,0.079696,0.156069,0.569901,0.089636,-0.122530,-0.097633,0.106644,1.117658,1.312976,0.845840,-0.731247,1.086783,0.234218,-0.892735,-0.035958,0.229976,-0.107088,-0.744805,0.789631,0.083405,-0.002211,0.229351,-0.581788,-0.144629,0.128160,0.094597,0.465296,-0.016937,-1.444690,-0.764768,0.082862,0.928401,0.981679,0.350573,-0.185104,0.333926,0.672001,-0.424707
0.054755,-0.776197,-0.294672,0.137695,0.173059,0.068138,0.007022,-0.034604,0.034976,0.346313,0.685432,0.430446,-0.281794,1.156626,0.310393,0.141403,-1.470385,0.802936,0.529715,1.016764,-1.157384,1.169341,0.057596,0.143090,-0.634401,1.779054,0.397811,0.803562,-0.180413,-1.089531,-1.291933,0.523403,1.387028,-0.418472,-0.207061,0.059036,0.165816,-1.174707,-0.198057,-0.086243,-0.171484,0.495220,0.174775,-0.503622,0.697615,-1.186814,1.381967,-1.209234,-1.084539,0.696564,0.862764,-0.031029,-0.663893,1.581769,0.454299,0.111493,1.372683,-0.026553,-0.260065,0.550246,-0.283435,0.822105,-0.546822,0.613391
-0.149380,-0.591741,-0.494948,0.205234,-0.081007,0.213288,0.078871,0.661533,-0.255984,0.317271,0.846943,0.184650,-0.224479,0.537561,-0.354945,0.441248,-0.958564,-0.161712,0.265641,0.006277,-1.195941,0.971978,0.054805,-0.078383,0.068609,0.516972,0.658234,1.092745,-0.096647,-0.894543,-0.521668,-0.159030,1.065572,-0.119028,-0.072329,-0.074223,-0.277773,0.052388,0.512831,-0.132568,0.226186,0.117669,0.209271,-0.201051,0.007424,-1.073674,1.081153,-0.552971,-0.609359,1.064801,1.123498,-0.090341,0.279296,0.952091,0.204797,0.029315,1.306884,0.240207,0.052039,0.390503,-0.638915,-0.121306,-0.640043,0.478918
0.242232,0.042887,-0.262970,-0.017805,1.095739,0.537528,-0.134396,-0.323464,1.493760,0.430836,-0.088619,-1.129643,-0.527505,-0.263335,0.146657,0.194721,-0.070205,0.608392,0.503185,-0.611615,0.070908,0.267262,-1.224236,-1.043494,-0.061231,0.367231,-0.099349,-0.076609,0.454905,0.277681,-0.130068,-0.357466,-0.071444,0.625293,1.519685,0.838907,-1.104586,0.445422,0.152278,-0.890024,-1.101029,0.041062,-0.035658,-0.952017,0.110485,0.328318,0.003530,-0.273114,-0.202016,0.137470,0.105973,0.082819,-0.873011,-0.008789,-1.075709,-0.544176,-0.082256,1.393609,1.253290,0.327661,0.179338,1.336969,0.262831,-0.482253
